104105029,10,5,1,7740,5,20,0,1884,8,5,1,2510,1,5,1,2620,5,20,1,1644,9,5,1,1724,3,5,1,1511,5,20,1,2287,3,5,1,1877,8,5,1,1602,5,20,1,1452,10,5,1,1007,7,5,1,1593,5,20,1,1238,1,5,1,2502,8,5,1,2328,5,20,1,1774,9,5,1,1401,5,20,1,2350,10,5,1,1168,5,20,0,1391,7,5,0,1836,1,5,0,1380,5,20,1,3214,3,5,1,1219,5,20,1,1814,7,5,1,1904,5,20,1,2136,8,5,1,1491,9,5,1,1602,5,20,1,1328,10,5,1,1352,5,20,1,2087,9,5,1,1261,5,20,1,1531,7,5,1,1229,1,5,1,1120,5,20,1,1048,10,5,1,1773,5,20,1,1309,1,5,1,1307,5,20,1,1168,8,5,1,1296,3,5,1,1098,5,20,1,1230,7,5,1,1915,9,5,1,1141,5,20,1,1327,3,5,1,1402,5,20,1,2369,4,20,-4,8395,4,20,-3,11474,4,20,3,16665,4,20,5,5252,4,20,undefined,4263,1,0,0,8983,1,0,3,26552,1,0,-3,10880,1,0,-2,9672,2,5,-2,5510,2,5,-1,3800,2,5,-3,10596,2,5,1,12279,4,20,-2,15968,1,0,-1,3032,2,5,-2,3840,f,19,Caucasian,8,5,2,7
422661646,3,5,1,2119,9,5,1,1538,8,20,1,1129,10,5,1,1238,8,20,1,1106,9,5,1,1248,8,20,1,2204,7,5,1,1090,5,5,1,1089,8,20,1,1735,10,5,1,1384,8,20,1,1743,5,5,1,1303,8,20,1,1105,3,5,1,1092,1,5,1,994,8,20,1,746,7,5,1,957,9,5,1,981,8,20,1,832,1,5,1,980,8,20,1,784,10,5,1,1224,8,20,1,1042,3,5,1,3312,5,5,1,986,8,20,1,918,9,5,1,712,1,5,1,832,8,20,1,974,1,5,1,1112,3,5,1,893,8,20,1,934,10,5,1,1591,7,5,1,950,8,20,1,760,5,5,1,1122,3,5,1,972,8,20,1,974,9,5,1,1026,8,20,1,880,10,5,1,901,8,20,1,940,7,5,1,838,5,5,1,1302,8,20,1,942,1,5,1,996,8,20,1,902,7,5,1,1427,8,20,1,964,1,0,-1,7452,1,0,-2,5237,1,0,1,5223,1,0,3,3203,1,0,undefined,1848,0,5,-5,3355,0,5,-5,2527,0,5,3,2995,0,5,5,1867,7,20,-1,11664,7,20,-1,3143,7,20,0,3923,7,20,1,1763,1,0,-5,2957,0,5,-5,1984,7,20,-5,1833,f,32,white,10,5,2,1
123578991,2,5,1,5056,9,20,1,1767,10,5,1,1401,9,20,1,1376,1,5,1,1598,4,5,1,2846,9,20,1,1103,3,5,1,1141,8,5,1,2057,9,20,1,1118,4,5,1,8143,9,20,1,1911,2,5,1,1127,9,20,1,1166,1,5,1,4038,10,5,1,2618,9,20,1,1588,8,5,1,1186,4,5,1,1864,9,20,1,1240,4,5,1,1311,1,5,1,2704,9,20,1,1885,2,5,1,980,3,5,1,1751,9,20,1,1065,10,5,1,1008,1,5,1,1335,9,20,1,935,8,5,1,821,9,20,1,793,2,5,1,3070,9,20,1,2272,3,5,1,887,10,5,1,1471,9,20,1,1180,4,5,1,809,9,20,1,1574,3,5,1,2263,9,20,1,1966,1,5,1,1168,8,5,1,1030,9,20,1,1135,2,5,1,1743,9,20,1,1533,8,5,1,1536,9,20,1,1047,3,5,1,1087,10,5,1,12511,9,20,1,1175,5,0,2,16664,5,0,-2,9607,5,0,2,10429,5,0,3,3970,5,0,undefined,5494,8,20,-2,8191,8,20,-3,5008,8,20,3,5094,8,20,4,2849,3,5,3,5592,3,5,3,6840,3,5,0,6538,3,5,0,2005,5,0,2,5348,8,20,-2,3361,3,5,3,6024,m,34,white,10,2,6,2
239357928,3,5,1,11395,2,5,1,4180,7,20,1,2533,5,5,1,1882,7,20,1,2284,1,5,1,2067,7,20,1,1150,8,5,1,1592,9,5,1,2195,7,20,1,2470,2,5,1,1602,5,5,1,1568,7,20,1,1450,5,5,1,1455,8,5,1,1013,7,20,1,1150,1,5,1,2035,3,5,1,3996,7,20,1,2201,9,5,1,1784,8,5,1,2586,7,20,1,1352,2,5,1,1432,7,20,1,1200,1,5,1,1585,7,20,1,9556,3,5,1,1288,9,5,1,1288,7,20,1,1717,5,5,1,1053,7,20,1,1587,3,5,1,1198,7,20,1,1401,8,5,1,1136,2,5,1,3235,7,20,1,1491,1,5,1,1707,7,20,1,1345,2,5,1,1352,7,20,1,2503,3,5,1,3222,9,5,1,1537,7,20,1,1790,1,5,1,1700,7,20,1,1255,9,5,1,1370,7,20,1,1030,8,5,1,1637,5,5,1,1675,7,20,1,1329,5,0,3,10694,5,0,0,9721,5,0,0,8252,5,0,0,3803,5,0,undefined,5180,4,5,-2,11000,4,5,-2,3857,4,5,1,7610,4,5,1,1731,6,20,3,3943,6,20,2,5055,6,20,-2,4076,6,20,-2,1853,5,0,2,4719,4,5,-1,3786,6,20,2,3938,m,42,white,2,1,2,2
558428404,5,5,1,6679,2,20,1,1628,8,5,0,5864,4,5,1,3317,2,20,1,1002,3,5,1,1329,5,5,1,951,2,20,1,1215,10,5,0,2254,2,20,1,1679,8,5,1,1778,2,20,1,1065,4,5,1,1102,3,5,1,2217,2,20,1,877,9,5,1,840,2,20,1,1464,4,5,1,813,2,20,1,1178,5,5,1,1177,10,5,1,4848,2,20,1,1277,8,5,0,4361,2,20,1,2806,10,5,0,2053,2,20,1,2555,4,5,0,1691,3,5,1,1101,2,20,1,701,8,5,1,828,2,20,1,1390,3,5,1,1252,2,20,1,914,5,5,1,926,9,5,1,1027,2,20,1,1466,4,5,1,1089,10,5,1,976,2,20,1,1177,9,5,1,1729,2,20,1,889,8,5,1,187,2,20,1,1453,5,5,1,989,3,5,1,990,2,20,0,2966,10,5,1,1555,9,5,1,1341,2,20,1,1139,9,5,0,250,0,0,-2,3671,0,0,-1,2116,0,0,-3,1591,0,0,-3,2692,0,0,-2,2992,1,20,-2,2446,1,20,-1,3243,1,20,-3,1739,1,20,-1,2705,8,5,-1,2948,8,5,-3,1687,8,5,-2,2219,8,5,-3,1742,0,0,-3,2618,1,20,-2,2491,8,5,-3,1779,m,28,white,3,1,4,6
556757494,5,20,1,2625,2,5,1,1897,5,20,1,2171,4,5,1,3130,7,5,1,1168,5,20,1,1348,6,5,1,1579,5,20,1,3591,7,5,1,1100,5,20,1,1348,3,5,1,1513,8,5,1,2406,5,20,1,1045,4,5,1,3091,2,5,1,976,5,20,1,1622,8,5,1,755,5,20,1,949,6,5,1,1250,5,20,1,812,3,5,1,1059,7,5,1,1265,5,20,1,2640,2,5,1,990,8,5,1,18727,5,20,1,771,8,5,1,2951,3,5,1,949,5,20,1,907,6,5,1,1252,4,5,1,2163,5,20,1,2597,7,5,1,1155,3,5,1,1002,5,20,1,1045,2,5,1,728,5,20,1,1113,6,5,1,1168,5,20,1,1773,4,5,1,727,7,5,1,978,5,20,1,1072,8,5,1,935,5,20,1,1142,4,5,1,1183,5,20,1,908,3,5,1,1100,2,5,1,949,5,20,1,1926,6,5,1,659,8,0,3,7785,8,0,3,8664,8,0,-2,6885,8,0,-3,7641,8,0,undefined,5464,4,20,-2,10067,4,20,-2,11867,4,20,2,5720,4,20,2,9951,7,5,1,5236,7,5,1,5927,7,5,1,5351,7,5,1,1500,8,0,3,5592,4,20,3,2338,7,5,3,1650,f,20,White,0,2,2,2
241527016,6,5,1,3519,10,5,1,1271,3,20,1,1148,4,5,1,1012,3,20,1,2508,2,5,1,1609,3,20,1,911,1,5,1,2003,6,5,1,2193,3,20,1,1575,5,5,1,1001,3,20,1,1249,1,5,1,1665,3,20,1,1631,10,5,1,2610,4,5,1,877,3,20,1,1597,2,5,1,2385,3,20,1,911,4,5,1,1159,3,20,1,2216,1,5,1,1631,6,5,1,10946,3,20,1,866,2,5,1,1058,3,20,1,1204,6,5,1,1350,3,20,1,1282,10,5,1,1428,5,5,1,923,3,20,1,1271,1,5,1,7346,4,5,1,922,3,20,1,1103,5,5,1,1282,3,20,1,1304,2,5,1,641,3,20,1,2227,10,5,1,933,6,5,1,1451,3,20,1,899,4,5,1,1181,5,5,1,1271,3,20,1,799,5,5,1,652,10,5,1,1293,3,20,1,1125,2,5,1,1091,1,5,1,1282,3,20,1,652,8,0,-1,11014,8,0,-2,6918,8,0,3,6638,8,0,5,4848,8,0,undefined,4545,2,20,-1,10103,2,20,-1,3746,2,20,2,12005,2,20,4,3566,4,5,-2,7504,4,5,-1,5141,4,5,1,3229,4,5,3,1969,8,0,1,5220,2,20,1,2171,4,5,0,3319,f,50,white,10,2,2,6
377802298,5,5,1,7233,1,20,0,1543,3,5,0,2828,1,20,0,5293,10,5,1,2385,9,5,1,1618,1,20,1,1787,6,5,1,1755,1,20,1,2557,10,5,1,1605,1,20,1,2880,2,5,1,1861,5,5,1,1340,1,20,1,1280,3,5,1,1748,1,20,1,4159,5,5,1,840,1,20,1,912,10,5,1,1286,9,5,1,983,1,20,1,3551,3,5,1,1564,1,20,1,10609,9,5,1,2298,1,20,1,1499,2,5,1,2299,6,5,1,1953,1,20,1,1245,10,5,1,921,5,5,1,3292,1,20,1,1665,6,5,1,1314,1,20,1,3178,3,5,1,1549,1,20,1,1289,2,5,1,3777,9,5,1,1112,1,20,1,1536,5,5,1,1276,6,5,1,864,1,20,1,692,6,5,1,1836,2,5,1,1042,1,20,1,1243,3,5,1,2451,10,5,1,808,1,20,1,1552,9,5,1,683,2,5,1,1812,1,20,1,3155,3,0,5,8629,3,0,5,6214,3,0,3,7208,3,0,3,5474,3,0,undefined,4738,5,5,1,4235,5,5,2,3298,5,5,3,2300,5,5,3,1425,0,20,-2,4062,0,20,-2,2151,0,20,-2,1808,0,20,-2,2921,3,0,0,4414,5,5,0,2222,0,20,0,1479,f,54,USA,1,1,3,4
889596034,8,5,1,11187,2,5,1,1230,3,20,0,888,6,5,0,2438,7,5,1,2645,3,20,0,537,7,5,0,929,8,5,1,1743,3,20,1,848,1,5,1,895,4,5,1,1135,3,20,1,784,2,5,1,631,8,5,1,3427,3,20,1,1040,6,5,1,720,3,20,1,615,1,5,1,1145,3,20,1,1246,4,5,1,945,2,5,1,617,3,20,1,998,7,5,1,871,3,20,1,1031,4,5,1,880,3,20,1,647,8,5,1,991,6,5,1,968,3,20,1,1167,1,5,1,993,3,20,1,670,6,5,1,887,3,20,1,736,4,5,1,1272,2,5,1,1381,3,20,1,1211,1,5,1,951,3,20,1,815,2,5,1,1103,3,20,1,1128,8,5,1,2007,7,5,0,1247,3,20,1,992,4,5,1,935,6,5,1,591,3,20,1,624,7,5,1,600,3,20,1,1320,1,5,1,952,3,20,1,633,8,0,1,4559,8,0,2,2444,8,0,1,3775,8,0,1,3527,8,0,undefined,2074,6,5,-1,3416,6,5,-1,4682,6,5,2,5454,6,5,2,1336,2,20,1,2600,2,20,0,1040,2,20,1,1329,2,20,0,2783,8,0,1,2504,6,5,1,1833,2,20,-1,2831,f,22,white,0,2,1,4
451221477,9,5,1,4577,5,20,1,2485,8,5,1,1116,5,20,1,1012,2,5,1,1258,6,5,1,935,5,20,1,1520,4,5,1,1568,5,20,1,1487,6,5,1,2256,5,20,1,1836,8,5,1,1230,10,5,1,1541,5,20,1,1159,4,5,1,2320,5,20,1,1114,10,5,1,1077,5,20,1,1311,2,5,1,1110,9,5,1,1128,5,20,1,1180,8,5,1,1510,6,5,1,1239,5,20,1,1087,9,5,1,1175,5,20,1,2797,4,5,1,692,5,20,1,1068,2,5,1,1176,10,5,1,3448,5,20,1,1443,6,5,1,1124,9,5,1,1334,5,20,1,1283,9,5,1,1306,2,5,1,1063,5,20,1,1334,4,5,1,1232,8,5,1,1833,5,20,1,719,10,5,1,1096,2,5,1,1084,5,20,1,848,6,5,1,1126,5,20,1,1184,4,5,1,883,5,20,1,1334,8,5,1,837,10,5,1,1132,5,20,1,1151,8,5,3,6252,8,5,0,5677,8,5,3,6367,8,5,4,8046,8,5,undefined,6669,4,20,2,4536,4,20,2,5522,4,20,3,4746,4,20,3,3235,6,0,-1,7840,6,0,0,3869,6,0,0,3256,6,0,0,5117,8,5,-4,5437,4,20,-5,6046,6,0,-5,3469,m,21,Hispanic,6,4,3,4
677229742,4,20,1,4141,9,5,1,4086,4,20,1,2390,1,5,1,15135,8,5,1,4838,4,20,1,1910,5,5,1,1455,4,20,1,1039,8,5,1,3791,4,20,1,1223,6,5,1,831,10,5,1,1542,4,20,1,1415,1,5,1,1079,9,5,1,1119,4,20,1,3943,10,5,1,5159,4,20,1,1719,5,5,1,1119,4,20,1,759,6,5,1,3079,8,5,1,5495,4,20,1,4888,9,5,1,1071,10,5,1,1639,4,20,1,767,10,5,1,927,6,5,1,1415,4,20,1,975,5,5,1,991,1,5,1,1407,4,20,1,2183,8,5,1,1743,6,5,1,1183,4,20,1,767,9,5,1,1847,4,20,1,1079,5,5,1,2247,4,20,1,2143,1,5,1,1607,8,5,1,1215,4,20,1,967,10,5,1,1503,4,20,1,1143,1,5,1,1711,4,20,1,1423,6,5,1,1823,9,5,1,1191,4,20,1,1591,5,5,1,1151,6,0,-2,13856,6,0,-5,5743,6,0,3,5719,6,0,5,4303,6,0,undefined,2551,3,20,1,9359,3,20,-2,5671,3,20,2,6552,3,20,4,3447,9,5,-5,10695,9,5,-5,4175,9,5,4,3639,9,5,5,2703,6,0,5,5480,3,20,2,11464,9,5,5,2303,f,50,White,11,3,6,3
624179092,4,20,1,4129,2,5,1,8973,4,20,1,2158,1,5,1,1151,4,20,1,1413,3,5,1,1259,6,5,1,2184,4,20,1,2266,7,5,1,1882,2,5,1,1051,4,20,1,865,2,5,1,1593,3,5,1,1331,4,20,1,2254,1,5,1,919,5,5,1,827,4,20,1,1163,6,5,1,1058,3,5,1,892,4,20,1,2191,7,5,1,878,4,20,1,948,1,5,1,931,4,20,1,925,5,5,1,962,6,5,1,1165,4,20,1,919,2,5,1,3602,4,20,1,1439,5,5,1,892,4,20,1,730,3,5,1,1022,7,5,1,982,4,20,1,1159,1,5,1,1196,4,20,1,1624,7,5,1,927,4,20,1,1078,5,5,1,1029,6,5,1,1259,4,20,1,1428,1,5,1,927,4,20,1,934,6,5,1,1219,4,20,1,896,3,5,1,930,2,5,1,838,4,20,1,936,5,5,1,1277,7,5,1,875,3,20,2,4530,3,20,-1,7813,3,20,0,6074,3,20,1,4660,3,20,undefined,3293,1,5,0,4813,1,5,-2,5852,1,5,-2,3998,1,5,-1,965,8,0,-3,5001,8,0,-4,3187,8,0,2,3488,8,0,2,1444,3,20,5,4653,1,5,3,3231,8,0,0,1781,f,25,White,10,2,4,4
701549043,7,20,1,2335,3,5,1,1813,1,5,1,1363,7,20,1,16134,5,5,1,1151,7,20,1,1477,3,5,1,1023,7,20,1,745,2,5,1,1767,4,5,1,1363,7,20,1,1574,10,5,1,1071,7,20,1,1039,4,5,1,1053,7,20,1,1071,3,5,1,1199,1,5,1,1039,7,20,1,2353,10,5,1,958,7,20,1,1198,1,5,1,1477,7,20,1,6853,2,5,1,1180,5,5,1,1053,7,20,1,1201,3,5,1,1038,4,5,1,1461,7,20,1,2271,5,5,1,972,7,20,1,2093,10,5,1,858,7,20,1,909,2,5,1,1166,1,5,1,2110,7,20,1,1948,4,5,1,1428,5,5,1,942,7,20,1,1068,5,5,1,1315,2,5,1,859,7,20,1,1621,10,5,1,1948,3,5,1,795,7,20,1,1297,1,5,1,827,2,5,1,1249,7,20,1,1566,4,5,1,999,7,20,1,1084,10,5,1,748,7,0,3,6738,7,0,-2,4556,7,0,1,22886,7,0,3,5565,7,0,undefined,3328,4,5,-3,3812,4,5,-4,4837,4,5,2,3150,4,5,4,2595,6,20,-2,5096,6,20,-4,3213,6,20,2,9075,6,20,4,3651,7,0,0,4348,4,5,0,1575,6,20,0,1964,m,29,Caucasian,5,1,3,5
