930630829,50,0,2307.6,NaN,2,1,3,4,5,-1,-3,2,4,5,-2,-3,3,3,5,undefined
514695942,49,1,1744.6938775510205,6174,-3,2,-1,3,2,1,3,-3,-1,2,1,3,-2,-1,2,undefined
557335849,40,10,1744.3,2365.2,2,2,3,3,-3,2,2,2,2,-3,2,2,2,2,-3,undefined
198728984,47,3,1798.468085106383,1345.6666666666667,2,-3,-2,1,5,2,2,-3,0,5,4,3,1,2,5,undefined
146812453,50,0,1348.28,NaN,2,-3,1,1,5,-1,-4,3,3,3,2,-4,1,1,4,undefined
647656698,50,0,1234.68,NaN,0,-1,1,3,-4,0,-1,1,3,-5,0,-1,1,3,-3,undefined
452110514,50,0,1616.1,NaN,5,5,3,4,1,-2,3,3,3,1,3,3,4,5,1,undefined
696668008,49,1,1588.8979591836735,1014,-2,-1,0,3,-2,-1,-1,0,2,-2,3,2,-1,1,-3,undefined
610285254,50,0,1359.82,NaN,0,-1,1,1,5,2,1,1,1,5,-1,-1,2,2,5,undefined
714799156,50,0,2141,NaN,5,2,2,3,4,-2,-4,-2,3,-2,-2,-3,2,4,1,undefined
619166636,50,0,2031.86,NaN,2,2,2,0,2,0,0,0,0,2,-2,-2,-2,-2,2,undefined
518543392,50,0,2261.02,NaN,3,3,1,1,3,-1,-1,-1,-1,3,3,1,1,1,3,undefined
845715937,44,6,1041.1363636363637,1486.3333333333333,4,3,-3,-3,4,3,1,-4,-3,4,3,0,-2,0,4,undefined
914135660,50,0,2265,NaN,0,1,-1,0,0,-2,-1,2,4,3,-4,-3,2,4,2,undefined
379102518,50,0,2206.22,NaN,2,0,-1,0,2,-1,-1,1,2,-1,1,0,0,0,2,undefined
894073736,50,0,1742,NaN,-4,-5,3,4,4,-2,-3,2,3,4,-1,-1,1,1,4,undefined
483243243,44,6,1497.5454545454545,1102,-3,-3,2,2,-2,2,-3,1,1,2,3,-3,1,3,2,undefined
658840280,50,0,1154.48,NaN,3,3,-3,0,-5,-2,-3,3,3,5,-1,-2,2,2,-5,undefined
550914587,50,0,1184.22,NaN,-1,-3,1,3,2,-2,-5,1,3,2,0,-2,1,3,2,undefined
818961320,50,0,2856.54,NaN,-2,0,0,3,3,-3,0,0,3,4,2,3,0,3,4,undefined
218595131,50,0,2232.72,NaN,3,3,2,2,4,3,3,-3,-3,4,3,3,-3,-3,4,undefined
491345355,49,1,2240.8571428571427,1719,3,-1,1,3,4,3,-2,-3,2,1,3,-1,-2,1,3,undefined
405063301,49,1,1697.3265306122448,9382,-1,-1,1,1,1,-1,-2,1,1,0,-2,-3,2,2,3,undefined
602308302,44,6,2432.9545454545455,3534,-1,0,0,-2,3,2,2,0,-2,3,2,2,2,-1,2,undefined
547620258,50,0,1298.78,NaN,1,-3,3,3,-3,2,0,3,3,-3,-2,-5,1,5,1,undefined
788354089,48,2,1915,3094,0,0,0,0,-4,0,0,0,0,-3,0,0,0,0,-4,undefined
794902158,50,0,1644.08,NaN,-1,-2,2,3,4,2,2,-2,1,4,3,3,-3,1,4,undefined
792856140,50,0,1877.62,NaN,-1,-3,0,3,0,1,1,-2,0,0,undefined,-1,0,2,0,undefined
843629155,50,0,1503.1,NaN,1,3,5,5,-5,-5,-5,5,5,-5,-3,-5,0,5,-5,undefined
235348582,50,0,1697.26,NaN,-1,5,1,1,-1,-1,5,1,1,2,5,5,0,0,-1,undefined
179266793,50,0,3103.54,NaN,1,0,-1,1,2,3,undefined,-2,-1,3,3,3,-3,-1,3,undefined
156011140,50,0,1796.52,NaN,0,2,-2,3,5,3,2,-1,2,5,-2,-2,-1,4,5,undefined
778799655,50,0,1935.2,NaN,3,3,-1,1,3,-1,0,2,2,2,-3,-3,5,4,2,undefined
487396687,49,1,4341.34693877551,4572,-3,-5,4,5,5,-5,-5,5,5,5,3,-1,1,4,5,undefined
812087478,50,0,1995.84,NaN,3,0,0,0,0,3,3,0,1,1,3,3,0,3,1,undefined
129265024,48,2,2577.0833333333335,13342.5,2,0,-1,0,-1,2,-1,0,1,-2,0,-2,1,2,0,undefined
363142027,50,0,1241.28,NaN,2,2,-1,-1,1,-1,-1,1,1,-5,0,0,-1,-1,1,undefined
701445225,49,1,1195.1836734693877,12182,3,4,1,3,2,0,-2,2,3,3,1,-1,1,2,2,undefined
832681207,49,1,1931.591836734694,1628,0,-3,3,4,-5,-1,-4,3,undefined,-5,3,1,1,2,-5,undefined
328036288,50,0,2002.68,NaN,2,undefined,-4,-3,3,-3,-4,-3,1,-3,-1,-2,-2,-1,3,undefined
307167207,50,0,2410.56,NaN,2,4,3,3,3,4,5,2,2,3,-2,3,4,4,2,undefined
212539663,46,4,2140.021739130435,2771,-4,-4,4,4,-5,undefined,-4,-4,4,-4,-1,-4,4,3,-1,undefined
524651853,49,1,2289.265306122449,17515,-2,-3,2,4,-3,2,0,1,2,-1,0,1,1,2,1,undefined
549640419,50,0,1650.76,NaN,-2,0,2,2,5,1,3,-3,-2,5,0,2,-2,-1,5,undefined
806966675,48,2,2339.3958333333335,3448.5,2,3,-1,1,4,-2,-3,2,2,3,-3,-4,3,3,3,undefined
408027607,50,0,2258.62,NaN,-3,-3,-2,-3,-5,-3,-2,-3,-3,-5,-1,-1,-2,-3,-5,undefined
104725342,50,0,1896.06,NaN,3,1,1,3,2,-2,-3,3,5,-3,2,-1,3,4,-1,undefined
216818751,50,0,1668.56,NaN,0,1,-1,1,-1,1,0,-1,1,-1,-3,-4,2,4,-1,undefined
770832050,47,3,1960.340425531915,5763,1,2,0,0,-5,1,0,1,0,-5,0,0,0,1,-5,-1
124144406,50,0,1553.24,NaN,5,3,-2,1,2,3,2,-1,-1,3,-1,-1,2,3,-2,undefined
537818746,48,2,1814.6041666666667,4690.5,-2,-4,undefined,1,-5,-4,-4,2,2,-5,-2,-1,-2,1,-5,undefined
452033813,49,1,2188.3673469387754,1985,-1,-2,2,3,0,3,3,0,0,2,-2,-5,3,5,-5,undefined
929025322,48,2,2700.3541666666665,6211,-3,-4,3,4,-4,2,1,-1,1,1,-3,-3,3,4,-2,undefined
962880303,50,0,1623.7,NaN,-1,0,4,5,5,2,2,3,5,5,3,3,1,4,5,undefined
151146786,50,0,1473.14,NaN,1,2,2,5,2,-1,-2,3,5,2,-5,-5,4,5,2,undefined
587341607,47,3,2743.9574468085107,2244.6666666666665,1,-1,-2,2,1,3,-1,0,-1,0,2,0,-3,0,2,undefined
971781492,50,0,2321.32,NaN,0,1,0,1,2,-1,0,2,2,1,-4,-4,3,4,-3,undefined
563691177,49,1,1304.1836734693877,1889,-4,-5,4,5,-3,0,-4,-1,1,1,-2,-5,1,4,1,undefined
479218233,50,0,3887,NaN,-2,-3,2,4,4,-1,-3,3,4,4,3,4,-3,-4,4,undefined
872775437,49,1,3197,2384,2,-4,0,2,1,0,-5,1,undefined,-5,0,-1,0,0,-5,undefined
193483800,48,2,3948.0625,13390.5,1,-1,-1,2,-2,3,1,-2,0,2,-3,-5,2,4,-5,undefined
919792122,48,2,1411.4166666666667,2553,-2,-3,2,2,-4,-3,-3,4,4,-4,0,0,2,2,-4,undefined
547444796,50,0,2446.22,NaN,4,3,2,3,5,1,0,3,4,4,3,3,2,3,4,undefined
677946276,25,25,456.24,629.36,0,1,1,1,-1,0,0,0,-1,0,-5,-5,-1,-1,0,undefined
433935571,50,0,2132.12,NaN,1,0,0,1,1,0,0,0,2,2,-1,0,0,3,2,undefined
191579065,50,0,1567.22,NaN,3,3,-2,-2,3,1,1,-2,-2,3,2,2,-1,-1,3,undefined
394582510,45,5,2536.6444444444446,2135.6,-1,-3,3,3,-1,-2,-3,4,4,-2,3,-2,2,2,2,undefined
580862570,45,5,2418.9333333333334,3000.2,-3,-4,2,4,0,2,3,-2,-1,0,0,-1,0,0,0,undefined
891072816,50,0,1918.5,NaN,1,-2,1,3,-3,4,0,1,2,2,3,2,1,3,1,undefined
684662634,50,0,3967.22,NaN,-4,-5,2,4,5,-5,-5,4,5,5,-1,-3,2,4,5,undefined
723723705,50,0,2261.72,NaN,-2,-1,2,2,-4,-1,0,0,1,-2,0,1,0,1,2,undefined
668932812,48,2,3233.4375,1015.5,-1,-3,4,4,-5,-2,-3,4,4,-5,3,3,-2,-2,-5,undefined
109302046,50,0,1726.84,NaN,-3,0,3,5,0,-3,-2,3,5,0,-4,-3,3,5,0,undefined
259330661,49,1,1475.6530612244899,956,1,0,1,2,-4,-1,-2,-1,0,-4,-1,-3,2,3,-3,undefined
874586563,47,3,1673.872340425532,2840.3333333333335,1,2,-1,2,0,1,0,1,2,2,3,0,0,1,undefined,-1
809126221,50,0,1521.86,NaN,-1,-1,1,1,1,-2,-3,1,2,-3,-1,-2,1,1,-1,undefined
374513401,49,1,1647.795918367347,16,1,undefined,3,4,-1,-1,undefined,3,undefined,undefined,4,4,1,undefined,1,undefined
913994121,44,6,1631.3863636363637,3578.6666666666665,1,-1,0,1,3,-2,-3,2,3,3,-2,-5,3,5,3,undefined
391954993,50,0,1353.66,NaN,-1,-5,3,5,2,-3,-5,4,5,2,-4,-3,2,5,2,undefined
848766451,49,1,1889.2244897959183,42272,-3,-5,1,3,-3,2,2,-3,0,1,4,4,0,1,0,undefined
906954914,49,1,1733,1055,5,5,-2,2,-1,4,4,-1,1,1,4,4,-1,1,1,undefined
929923005,45,5,1551.2,3143.8,2,-5,0,-1,-5,1,1,1,1,1,1,-2,-2,-1,-5,undefined
