470577877,2,44,6,1483.9318181818182,1504.6666666666667,5,5,-3,-3,1,4,4,-3,-3,1,-1,-2,2,3,0,3,3,-2,-2,1,2,3,-2,-2,0,undefined
837503448,2,46,4,1755.3695652173913,1805.25,-1,-2,1,2,1,1,1,-1,-1,1,0,-2,1,2,1,3,0,-2,-1,1,-3,-4,3,4,-1,undefined
237416358,2,40,10,3706.45,2204.8,-3,-5,undefined,5,5,5,3,4,4,-5,2,2,4,4,5,3,3,4,4,5,5,3,4,4,5,undefined
640025102,1,50,0,1641.66,NaN,4,4,-3,0,5,-3,-2,-1,2,5,-2,-2,0,3,5,-4,-4,1,4,5,4,2,-1,2,4,undefined
211826714,1,50,0,1727.16,NaN,-1,-5,2,3,5,2,-4,2,3,5,3,-4,1,2,5,3,-4,1,2,5,4,-4,0,1,5,undefined
216391478,2,50,0,2802.76,NaN,-4,-5,5,5,-3,-3,-5,5,5,-3,1,-5,4,5,4,-4,-5,5,5,-3,0,-5,4,5,-2,undefined
413983932,0,40,10,2032.225,2515.4,-5,-5,5,5,-5,5,5,-5,-5,5,-5,-5,5,5,-5,5,5,-5,-5,5,5,5,-5,-5,5,undefined
467425732,2,49,1,1399.4489795918366,1581,undefined,3,-1,-1,3,undefined,3,1,1,3,-3,1,3,4,3,-2,undefined,2,2,3,-2,2,2,1,3,undefined
728141013,1,50,0,1400.58,NaN,-4,-4,4,4,-1,2,2,-1,-1,-3,1,-3,4,4,1,1,0,1,1,2,3,4,-3,-2,-2,undefined
841095262,1,50,0,2112.06,NaN,2,-1,1,2,5,-2,-3,1,2,5,-2,-2,2,3,5,1,-1,0,1,5,-2,-3,2,3,5,undefined
366738586,2,49,1,3106.7755102040815,1631,-4,-5,-3,4,-4,3,-2,-4,2,3,4,2,-5,-3,2,-1,-1,-4,2,-3,-3,-5,-4,3,-4,undefined
321971153,2,49,1,2756.326530612245,52826,0,0,-1,1,1,-2,-2,2,2,-3,0,0,0,0,1,1,1,-2,0,-2,0,0,0,0,1,undefined
860506964,1,49,1,1514.7142857142858,7272,2,3,2,3,4,-2,-1,1,2,3,3,3,1,1,4,-2,-1,2,3,3,2,2,3,3,5,undefined
842022142,0,49,1,1816.7551020408163,1090,1,2,0,1,3,1,1,0,1,4,-3,-4,-4,-3,3,-2,-3,-4,-2,1,-2,-2,-2,-1,-1,0
739079641,2,46,4,2994.0434782608695,2551.5,-3,-3,-2,-3,4,-4,-1,1,2,-1,0,1,-1,1,1,2,1,1,2,2,2,2,2,-1,1,undefined
404707077,0,48,2,2096.1041666666665,7216,-1,-3,-1,0,-1,3,3,2,undefined,1,0,3,2,4,0,4,1,2,3,1,1,3,4,1,5,2
522563455,1,50,0,2037.58,NaN,2,3,-2,-1,5,-2,-1,2,2,5,-5,-4,3,5,4,1,1,3,4,4,-4,-4,4,5,4,undefined
759477774,1,49,1,1088.795918367347,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undefined
571624331,0,28,22,2042.4642857142858,1844.2727272727273,3,1,-1,0,3,1,-1,0,2,-2,2,-2,2,3,2,0,-1,-1,1,3,-2,-4,2,5,-1,undefined
966054403,0,48,2,2864.1666666666665,25199,1,0,-1,-2,5,-4,-4,4,4,5,-3,-5,4,5,5,0,-4,5,5,5,0,-1,-1,-1,5,undefined
699998986,1,50,0,1658.62,NaN,3,2,2,3,-1,2,2,3,4,-2,5,4,3,4,0,1,0,0,1,-3,0,-1,-1,0,-2,undefined
222127465,2,34,16,1089.5,1209.75,4,4,5,5,4,2,undefined,5,5,4,-3,-3,5,5,4,-3,-3,5,5,4,2,-1,5,5,4,undefined
128791364,2,50,0,1505.3,NaN,2,1,2,3,-1,2,2,2,1,3,2,1,2,2,2,2,2,2,3,1,-2,-1,1,1,-1,undefined
635672614,0,17,33,9257.058823529413,2226.787878787879,-2,-2,-3,-2,-3,2,4,0,0,1,-1,-1,-1,-1,-2,-2,-1,undefined,-1,-2,-4,-4,-3,-3,-4,undefined
809485002,2,25,25,4811.92,5025.96,1,4,1,undefined,3,3,4,1,2,2,undefined,-1,2,3,1,-1,1,1,1,-1,4,4,2,1,2,undefined
537588078,1,47,3,1614.4255319148936,3579,0,-5,-1,2,-2,-1,-5,-1,1,-2,-1,-5,-1,1,-2,-1,-5,-1,1,-2,undefined,-5,-1,1,-3,undefined
494799930,0,43,7,1585.046511627907,2357.5714285714284,-2,2,3,1,-2,1,3,2,1,1,-3,0,4,3,-4,2,4,2,1,-4,1,3,1,0,-4,undefined
971438946,2,50,0,4941.92,NaN,4,-1,1,2,1,1,-5,-3,-4,-4,4,-4,-2,-3,0,3,-1,-1,-1,3,1,-4,-2,3,-3,undefined
110217247,0,50,0,1799.26,NaN,0,-2,1,3,-3,0,-1,0,1,-2,-1,-3,2,3,0,-2,-3,1,3,-1,-1,-3,1,2,0,undefined
720994154,1,27,23,2372.6296296296296,1766.3478260869565,-3,-3,-4,-4,5,5,5,3,4,5,3,3,3,4,5,3,2,3,4,5,-4,-4,-4,-5,5,undefined
316683951,1,50,0,4763.66,NaN,-2,-3,1,1,-3,2,2,-2,-1,3,-2,-3,3,4,-2,-1,-3,2,3,2,-2,-3,2,2,-1,undefined
295084643,1,32,18,4477.03125,7401.555555555556,-1,0,3,4,5,-2,0,3,4,5,4,0,2,4,5,4,3,3,4,5,2,2,3,4,undefined,undefined
706337988,0,49,1,3827.408163265306,40659,-4,-4,3,4,4,-3,-4,3,4,4,-2,-4,3,4,4,-2,-4,3,4,4,-1,-4,3,4,4,undefined
758743428,2,44,6,1360.2045454545455,1497.5,2,-3,-2,4,-1,3,undefined,-1,2,2,1,-2,2,3,1,1,-2,0,2,3,-2,-2,-1,3,2,undefined
394729717,1,50,0,1362.32,NaN,2,0,2,2,3,3,1,2,2,3,2,-1,2,3,3,2,0,2,2,3,2,0,2,2,3,undefined
983674480,0,50,0,1467.36,NaN,1,2,-2,-2,1,2,2,3,3,-1,3,2,-4,-4,-2,4,4,-5,-4,3,-3,-4,-2,-3,3,undefined
620310034,1,50,0,2623.9,NaN,1,-5,4,5,-5,4,1,-2,-4,2,-5,-5,4,5,-5,5,3,-4,-2,0,3,-5,3,5,-5,undefined
884316578,1,50,0,2321.66,NaN,-3,-3,0,0,0,-2,-3,0,0,3,1,0,0,0,3,2,1,0,0,4,0,0,0,0,3,undefined
643131164,2,44,6,4794.909090909091,2061.5,-2,-1,2,2,0,2,-1,2,3,4,-3,-4,3,4,undefined,-1,-1,2,2,-1,1,-1,2,3,-1,undefined
162177390,0,50,0,1280.8,NaN,0,-2,0,2,-4,0,-2,0,2,-4,2,-2,0,2,-4,0,-2,0,2,-4,0,-2,0,2,-4,undefined
759776249,1,48,2,2452.6666666666665,193.5,-1,-5,5,5,-5,-2,-5,5,5,-5,-5,-5,5,5,-5,-2,-5,5,5,-5,-5,-5,5,5,-5,undefined
901346401,2,50,0,1805.14,NaN,-1,-1,1,2,-5,-2,-1,1,2,-5,-1,-2,0,4,-5,-5,-5,2,5,-5,-3,-3,2,4,-5,undefined
112245457,0,44,6,2820.8863636363635,29,2,1,-2,0,3,-4,-4,3,5,-5,-4,-4,-1,2,-1,-2,-4,2,4,1,-5,-5,5,5,-4,undefined
909228913,0,50,0,2655.02,NaN,0,0,1,2,-1,0,0,1,2,-2,4,3,3,4,2,-4,-4,3,4,-3,-4,-5,5,5,-3,undefined
305333982,2,50,0,1506.3,NaN,-1,-3,3,5,-1,0,-1,2,5,-2,0,0,2,4,-1,-1,-4,3,5,0,-1,-1,2,5,-1,undefined
398560855,0,48,2,1557.4791666666667,1413.5,0,-4,2,5,2,-1,-3,2,5,2,3,2,0,5,2,2,-1,2,5,2,undefined,-4,3,5,2,undefined
215737443,2,50,0,1514.18,NaN,-4,-5,4,5,-5,1,0,1,4,-3,-2,-4,3,5,0,0,-2,2,5,-5,1,-2,2,5,-3,undefined
951568973,2,50,0,1387.06,NaN,4,4,1,3,3,-1,-2,2,5,1,4,4,1,3,3,-1,-1,1,3,1,-2,-3,2,5,1,undefined
589430952,2,20,30,851,1644.9,0,-2,2,4,5,3,0,2,3,3,4,1,0,2,3,3,-2,2,4,4,2,0,1,undefined,3,undefined
577524096,1,46,4,2202.413043478261,2019.75,1,-3,-3,1,-1,-1,-3,1,2,-1,-3,-4,-2,4,1,-1,-1,-2,1,1,-4,-3,1,3,-2,undefined
729735997,2,50,0,3102.08,NaN,-5,-5,5,5,-5,0,0,0,1,-5,-4,-4,3,4,-5,-1,-1,0,1,-1,2,2,-2,-1,1,undefined
978843540,0,48,2,1700.625,14133,-4,-4,4,4,3,1,-1,1,1,-1,-2,-3,2,2,2,-1,-3,1,1,3,-3,-4,3,3,-3,undefined
991908787,2,50,0,1415.3,NaN,3,1,-3,-1,5,3,1,-4,-3,5,-3,-4,4,5,5,-1,-3,2,4,5,2,-1,-1,1,5,undefined
766616416,1,50,0,2011.26,NaN,-1,-1,1,3,-4,-2,-4,1,4,-3,-3,-5,1,5,-5,0,0,2,3,1,2,1,1,4,2,undefined
168063498,1,49,1,4005.2244897959185,1984,3,0,2,4,2,2,2,0,0,2,-3,-5,-4,5,-5,2,1,0,1,1,3,3,0,1,3,undefined
392016664,0,32,18,1708.25,1080.7222222222222,0,0,0,0,undefined,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undefined
711671396,2,50,0,1694.36,NaN,-1,0,1,2,2,-1,-1,1,2,2,0,0,1,2,2,-2,-1,1,2,2,1,1,1,2,2,undefined
631397312,2,43,7,1460.1860465116279,1564.2857142857142,-1,0,0,0,-1,-2,-2,-2,2,undefined,-2,-1,-1,0,-1,-1,-1,1,1,-1,1,0,1,1,0,undefined
787840309,2,49,1,1715.6734693877552,735,2,1,0,0,0,5,4,-5,4,0,4,1,2,2,0,-2,-1,-2,-1,0,-3,-4,-2,1,0,undefined
690237612,1,50,0,2406.36,NaN,-3,-5,-1,4,-4,-1,-3,-2,2,-5,3,-2,-3,2,0,3,-3,-2,3,0,0,-2,-2,2,-5,undefined
749834402,2,19,31,4894.105263157895,892.8387096774194,-2,-2,1,3,-1,3,3,-1,0,0,-1,0,1,2,-1,3,5,-3,0,2,-2,-2,3,4,-1,undefined
608877512,1,50,0,1752.2,NaN,-1,2,0,0,3,0,3,-2,-1,1,1,3,-2,-2,2,3,4,-3,-3,3,1,3,-1,-1,1,undefined
307830683,2,49,1,2296.7755102040815,16804,1,-1,0,1,-1,2,0,-2,-1,1,1,-1,-1,-1,2,2,0,-1,-1,2,-1,-3,2,2,-3,undefined
693293823,2,50,0,3365.76,NaN,-1,-5,5,5,-5,0,-1,2,3,-3,-3,-3,undefined,5,-4,-1,0,2,3,-4,2,0,3,5,-3,undefined
228894246,2,31,19,2078.7419354838707,2072.7894736842104,-4,-4,3,3,5,-2,-1,1,1,5,4,4,-3,-3,5,3,3,-2,-2,5,-1,-2,3,3,5,undefined
830260769,1,48,2,1767.0833333333333,13031,-2,-2,1,2,3,1,1,2,2,1,1,1,-1,0,4,-3,-1,3,4,1,-2,-1,1,2,1,undefined
998912013,0,49,1,4113.9795918367345,2627,3,2,1,3,2,-2,-5,5,5,-5,-2,-2,2,4,-2,3,4,-3,-1,4,3,1,1,3,3,undefined
936167266,0,48,2,1511.3958333333333,3929.5,3,2,0,1,-4,2,3,-2,0,-5,4,5,-2,3,-3,-3,-4,4,5,-2,-3,-1,2,3,-1,undefined
891250048,1,32,18,2175.6875,1285.7222222222222,3,3,-1,0,1,-1,-1,-1,-2,0,-2,-2,-2,-4,-2,1,1,1,2,-1,1,1,1,2,2,undefined
690179361,0,50,0,1819.72,NaN,2,2,0,0,5,1,1,-1,1,5,1,-3,-2,-1,3,-5,-5,4,5,5,4,-3,-3,2,5,undefined
362270274,2,50,0,2424.44,NaN,2,2,-2,-2,-4,1,-1,2,2,5,4,4,-5,-5,-4,2,1,-2,-2,4,-5,-5,4,4,2,undefined
999070814,1,48,2,3949.7916666666665,5881,4,3,-1,-3,-5,-2,4,2,4,-5,4,5,-5,5,-2,-2,2,3,5,-4,-5,-2,-3,-4,-5,undefined
142700353,1,49,1,1409.938775510204,10586,0,0,5,5,-3,5,4,4,5,5,-3,-3,5,5,-4,3,1,4,5,0,2,2,5,5,2,undefined
369525997,1,50,0,3013.78,NaN,3,2,0,0,2,2,-1,3,4,-3,3,3,0,0,1,4,4,-2,-2,4,4,3,-1,-1,2,undefined
439576782,2,49,1,1242.591836734694,3743,4,3,3,3,3,3,3,-2,-2,4,-1,-1,-2,-1,3,1,1,-1,-1,2,-2,-2,-1,-2,3,undefined
511406870,2,50,0,4515.88,NaN,-2,-2,0,2,-4,-1,0,0,1,-4,1,1,-1,0,-2,-1,-1,1,2,-3,1,1,2,0,-1,undefined
358539569,2,50,0,2184.42,NaN,-3,-4,3,4,-2,-4,-5,4,4,-2,-1,-4,1,2,-2,-2,-5,2,2,-2,-2,-5,3,3,-2,undefined
511576699,0,50,0,1995.1,NaN,3,1,-1,1,4,0,-2,1,2,2,2,-2,1,3,4,5,4,-4,-3,5,-3,-5,2,4,2,undefined
260809517,1,45,5,1120.6888888888889,501,1,2,-1,-1,3,-3,-3,2,4,5,-1,1,-1,-1,1,0,2,1,0,2,-2,-1,-3,-4,1,undefined
438955817,1,50,0,2185.46,NaN,-1,-1,0,-1,-1,4,undefined,4,0,1,4,4,-2,-2,2,3,2,2,3,-1,1,0,1,2,1,undefined
398215790,0,49,1,3204.1632653061224,9250,1,-1,1,2,4,1,1,1,1,3,1,1,0,1,2,2,2,2,-1,4,1,-1,1,2,-4,undefined
214615094,0,27,23,1165.4814814814815,1975.4782608695652,-1,-1,-1,1,-4,-4,-4,4,4,-5,1,-1,-2,2,-5,-2,-2,1,3,-4,-3,-3,-2,2,-5,undefined
219595219,2,50,0,1837.7,NaN,2,3,-1,3,3,-1,-4,1,5,-5,-3,-2,1,5,-3,-2,-4,1,5,-5,0,0,-1,4,-1,undefined
650196479,0,50,0,2210.76,NaN,2,0,1,1,5,1,-1,1,2,5,2,-2,1,1,5,-3,-5,4,5,5,-4,-5,4,5,5,undefined
774695723,1,50,0,5407.58,NaN,1,1,0,1,1,0,1,-1,0,1,-1,-2,0,1,2,0,-1,0,1,2,undefined,0,-1,1,-2,undefined
780410902,0,48,2,1778.5208333333333,895,1,0,1,1,0,3,2,-2,-1,1,-1,-2,2,2,0,-1,-2,-1,-2,-1,0,0,-1,-1,0,undefined
202895861,1,50,0,3375.92,NaN,4,5,4,5,-3,5,5,-3,-3,1,4,4,-1,0,1,3,4,3,3,2,5,5,2,2,1,undefined
347764089,1,47,3,3486.425531914894,101178,1,-5,3,5,5,1,-5,1,1,5,4,1,-2,-3,5,2,-1,0,0,0,-1,-5,0,-3,5,undefined
357418869,2,50,0,3240.66,NaN,-4,-5,5,5,-5,-1,-5,undefined,5,-5,-4,-5,5,5,-5,-3,-5,5,5,-5,-3,-5,5,5,-5,undefined
390830151,0,22,28,3211.7272727272725,862.25,0,1,3,4,-1,0,1,3,4,-5,0,2,2,3,0,3,3,0,1,2,-1,0,3,4,1,undefined
961606564,2,27,23,2842.296296296296,1147.3478260869565,3,1,1,3,2,-2,-3,3,5,1,1,-1,3,4,1,2,1,2,4,2,2,1,1,3,2,undefined
178594809,1,50,0,1992.28,NaN,-2,-3,-2,2,-2,-1,-2,2,4,1,2,1,-3,1,2,2,2,-4,1,3,2,2,-4,1,-2,undefined
114653438,1,50,0,1470.8,NaN,2,2,0,0,-3,-1,0,0,0,-3,-1,0,0,0,-3,1,1,0,0,-3,0,1,0,0,-3,undefined
818929950,1,50,0,3764.32,NaN,-5,-5,5,5,1,-4,-5,4,5,2,0,-2,2,3,2,-5,-5,undefined,5,3,-5,-5,5,5,2,undefined
895121648,2,20,30,206.7,1201.6333333333334,2,3,4,1,-1,1,0,-2,-1,2,2,2,3,1,0,2,0,1,2,-3,3,2,1,1,3,0
123110632,0,50,0,1268.22,NaN,3,1,0,1,-4,3,1,0,1,-3,-2,-2,2,4,0,-2,-2,1,4,-4,-3,-2,1,4,-3,undefined
129861206,0,32,18,575.5625,618.0555555555555,1,1,1,-1,2,2,2,2,3,3,3,3,2,3,2,1,2,2,-2,2,-1,-2,-2,-1,2,undefined
826400360,0,50,0,3522.02,NaN,-2,-1,1,4,5,0,-1,0,1,5,-1,-3,1,3,4,-4,-4,3,5,5,-1,-1,0,1,4,undefined
900814155,0,50,0,1194.74,NaN,0,1,-2,-1,-2,0,0,0,0,-3,0,-1,1,2,-2,0,0,1,2,-1,-1,-2,1,2,-3,undefined
582697668,0,50,0,1373.78,NaN,-1,-1,1,2,2,-1,-1,1,2,2,-3,-3,2,2,2,-3,-3,1,2,2,-2,-2,1,2,1,undefined
331253514,2,50,0,1597.28,NaN,0,2,0,0,-1,0,2,0,0,1,0,2,0,0,1,0,2,0,undefined,-1,0,2,0,undefined,2,undefined
530253460,1,50,0,1409.14,NaN,-3,-2,4,4,1,4,4,1,1,4,-1,1,3,3,2,3,3,-1,-1,1,-2,1,1,1,-1,undefined
406794707,1,50,0,2221.02,NaN,-3,-2,2,3,2,4,3,-4,-1,4,3,2,-3,0,4,0,0,undefined,1,4,2,1,-1,1,4,undefined
352069201,2,48,2,1150.25,9471,1,1,3,3,4,-2,-3,2,3,2,-4,2,-1,3,3,4,-2,-3,-2,3,2,-2,1,3,4,undefined
348123990,1,50,0,2076.6,NaN,4,4,-3,-2,5,1,1,1,2,5,-1,1,2,3,5,4,4,-4,-3,5,1,2,1,3,5,undefined
620253984,2,50,0,2764.12,NaN,-1,-1,1,1,-1,1,0,0,0,0,1,0,2,2,2,-1,-2,1,1,-2,0,-1,1,1,2,undefined
722333669,2,49,1,3931.6530612244896,12675,3,0,2,3,2,5,3,-2,0,0,-1,-2,-3,-4,1,3,3,-2,-2,3,0,1,1,2,3,undefined
261065972,0,50,0,2513.2,NaN,2,3,0,0,1,2,3,0,0,2,2,3,0,0,1,2,3,0,0,-1,1,3,0,0,2,undefined
295223954,2,30,20,16062.2,713.2,3,2,1,1,1,1,1,2,2,2,1,1,-1,-1,2,3,3,0,0,2,2,1,-1,0,1,undefined
621453964,1,50,0,2922.48,NaN,0,-5,1,2,-2,1,-5,2,3,3,-2,-5,4,5,0,-3,-5,4,5,-4,-1,-5,5,5,2,undefined
245290736,1,48,2,2232.5625,908.5,5,4,4,3,4,4,4,4,4,3,3,3,3,3,5,3,4,4,4,2,3,3,3,3,4,0
302474178,0,49,1,2218.795918367347,13277,1,1,-1,0,-3,-5,-5,3,5,-3,-3,-2,2,3,-3,0,3,0,0,-3,-2,0,1,2,-3,undefined
559496906,0,47,3,2186.2978723404253,6259.666666666667,-2,-2,3,4,-2,0,-3,1,2,-3,3,4,1,2,-2,3,4,4,4,-5,3,4,-1,0,-4,undefined
377785519,2,49,1,20727.836734693876,66,0,3,-3,-2,undefined,undefined,undefined,undefined,undefined,undefined,-1,0,0,0,undefined,0,3,-2,-2,undefined,3,3,undefined,undefined,undefined,undefined
233346811,1,49,1,2329.5510204081634,1198,-2,-2,0,1,-3,0,-1,1,2,-2,-4,-5,2,3,-3,-3,-2,1,3,-2,2,-1,2,4,1,undefined
657831547,0,50,0,2507.14,NaN,-2,-3,1,2,1,3,3,-3,-3,2,-3,-4,3,4,3,-5,-5,5,5,-5,-5,-5,5,5,-4,undefined
958753074,2,48,2,3741.7083333333335,7096,-2,1,1,1,0,-5,-4,2,5,0,-1,-1,0,0,-1,0,0,0,0,0,-2,-2,3,3,-5,undefined
884297001,0,50,0,1570.36,NaN,-1,-2,2,4,1,2,2,-2,0,3,-1,1,1,3,-5,-4,-4,3,5,-4,-5,-5,3,5,-2,undefined
291834195,1,46,4,2771.8695652173915,1649,0,1,1,3,4,2,3,-2,3,5,5,4,0,-1,5,-4,-4,4,5,5,-2,-5,4,5,5,undefined
237920255,0,50,0,1287.5,NaN,2,2,0,1,1,-3,-2,1,2,2,-2,-1,0,2,-5,-2,-1,-1,0,3,0,0,-1,1,2,undefined
540275462,0,43,7,1327.8837209302325,1361,2,2,-2,-2,0,2,2,-3,-3,0,3,1,-2,-2,0,-2,-3,1,1,undefined,3,2,-3,-3,0,0
158558963,0,50,0,1987.18,NaN,2,0,-2,-1,2,-4,-5,4,5,-5,-1,-2,2,3,-1,-1,-5,2,4,-5,-5,-5,4,5,1,undefined
739162427,1,44,6,4981.590909090909,3354,-1,-2,0,0,5,1,-2,-1,-1,5,2,-2,2,2,5,2,-2,0,0,5,-3,-1,-2,2,5,undefined
585874579,2,45,5,2097.4666666666667,4779.4,-2,-2,0,0,0,0,-4,0,0,2,3,-4,0,0,-3,1,-4,1,2,2,4,-4,0,0,0,undefined
220797206,0,49,1,1762.1836734693877,1267,1,-1,1,2,0,3,-2,1,2,2,-1,-5,5,5,1,-1,-4,1,2,-3,0,-1,1,2,-4,undefined
878575298,1,48,2,2546.6458333333335,12657.5,-3,-3,3,5,-5,0,-1,0,3,-5,2,2,-2,0,-5,0,-4,3,5,-5,0,0,0,0,-5,undefined
697035448,1,48,2,3501.2291666666665,1626,-3,-5,5,5,5,0,0,5,5,5,-1,-3,5,5,5,-2,-4,undefined,5,5,-4,-5,5,5,5,undefined
168508491,1,50,0,1449.66,NaN,1,-1,-1,-1,2,2,1,2,2,-1,-3,-4,4,5,-3,-2,-3,-1,-2,-2,1,-1,2,2,1,undefined
996556080,2,48,2,1583.5833333333333,3402,4,0,1,3,2,3,-1,0,1,3,2,0,-1,0,-3,0,-2,0,0,-2,4,0,0,1,3,undefined
195134958,1,50,0,2227.46,NaN,1,1,-1,1,5,-3,-2,2,4,5,-1,0,0,0,5,-1,-3,-2,3,5,2,2,-1,0,5,undefined
