834295948,,57,3,9359.228070175439,2330.6666666666665,3,4,-3,-2,5,2,1,-2,-1,5,2,4,-1,1,5,4,3,-4,-4,5,undefined
134997758,,60,0,1567.2833333333333,NaN,-4,-5,3,4,5,1,-1,2,3,5,-2,-3,1,2,5,-2,-4,1,2,5,undefined
132206524,,59,1,1704.2711864406779,1002,-5,-5,5,5,-5,-5,-5,5,5,-5,-3,-5,5,5,-5,0,-1,5,5,-3,undefined
525783305,,60,0,2375.9333333333334,NaN,undefined,1,-2,1,4,2,1,-1,2,4,-2,0,-1,4,4,-3,-4,-1,3,3,undefined
712255321,,60,0,1404.25,NaN,-1,0,2,3,-4,1,2,1,3,2,-2,-3,0,2,-1,-2,-1,1,3,1,undefined
691656138,,59,1,3916.2542372881358,2702,3,3,2,3,5,3,4,2,3,5,3,3,2,3,5,-1,-2,2,3,5,undefined
546968549,,57,3,2841.5789473684213,9261,2,2,-2,-2,1,-1,2,-2,-2,-2,1,2,-1,-1,-2,2,2,-2,-2,0,undefined
263139193,,60,0,2191.633333333333,NaN,1,1,-1,-2,3,-1,-1,1,2,1,1,1,-1,-2,0,-2,-2,2,3,0,undefined
402373304,,60,0,1364.6833333333334,NaN,0,-1,0,2,-3,0,-2,1,3,-3,0,-1,0,3,-3,0,0,-2,0,-2,undefined
488624984,,56,4,5694.053571428572,8249,-1,-3,0,0,2,-3,-3,0,0,4,-2,-4,0,0,3,0,-2,0,0,0,undefined
846689453,,56,4,1677.357142857143,1015,2,2,2,2,0,1,1,-1,-1,1,-2,-2,2,2,2,0,-1,2,undefined,3,undefined
757280011,,60,0,1941.5833333333333,NaN,2,-2,1,-3,2,2,-2,2,-2,2,-2,1,-2,1,1,2,-3,2,2,-2,undefined
222947701,,60,0,1513.05,NaN,0,0,3,3,1,-2,-3,3,3,1,-2,-2,4,4,-2,-1,-1,2,2,1,undefined
750025204,,60,0,2031.5166666666667,NaN,-2,-5,5,5,-5,-4,-5,5,5,-5,1,1,2,2,-5,-1,-3,2,2,-5,undefined
576047336,,60,0,4922.083333333333,NaN,0,0,-1,-1,1,-1,-2,2,3,0,0,-1,0,1,1,-1,-1,1,2,-1,undefined
374379967,,60,0,2203.266666666667,NaN,-4,-4,4,4,1,1,-1,1,1,1,-2,-2,3,3,1,-2,-2,3,3,1,undefined
286303497,,60,0,2458.0333333333333,NaN,1,-2,2,3,0,-3,-3,4,4,0,-1,-3,3,4,0,-1,-3,0,3,0,undefined
123290934,,58,2,2689.2758620689656,1718,3,2,3,3,5,-2,0,undefined,2,5,2,2,3,3,5,-1,0,3,3,5,undefined
174343673,,51,9,3093.921568627451,2089.8888888888887,0,-2,3,5,-2,4,2,3,5,-1,3,-1,3,5,0,1,1,3,5,-3,undefined
386324710,,60,0,1905.75,NaN,-3,-2,3,5,5,3,3,-2,-2,5,-2,0,2,4,5,2,4,0,0,5,undefined
718906550,,60,0,1444.6833333333334,NaN,5,5,-5,-5,5,5,4,-4,4,5,-2,-3,3,4,5,2,4,-2,1,5,undefined
503314692,,59,1,1628.8305084745762,11691,2,-3,4,4,3,-3,-3,4,4,3,2,-3,4,4,3,2,-3,4,4,3,undefined
922918307,,59,1,1266.593220338983,3055,5,5,2,3,5,-3,5,2,5,5,5,5,-3,3,5,5,5,-1,1,5,undefined
100964800,,60,0,1200.7333333333333,NaN,3,-1,1,3,5,5,5,-3,-3,1,2,3,0,1,5,4,4,-3,-2,3,undefined
449725509,,59,1,2083.64406779661,16687,2,-1,2,2,1,-4,-4,5,undefined,1,-4,-4,3,4,1,-2,-3,3,3,1,undefined
907586225,,53,7,7633.8490566037735,3980.4285714285716,3,2,0,1,5,3,2,3,4,5,-4,-2,2,2,5,-2,-2,1,5,5,undefined
571653878,,60,0,1350.1166666666666,NaN,3,3,2,2,-1,1,1,4,5,-4,3,3,2,2,-2,2,2,4,5,-3,undefined
340759444,,60,0,1375.5166666666667,NaN,3,4,0,0,2,-1,-1,-1,1,1,-3,-3,2,3,0,3,3,0,0,1,undefined
650132305,,58,2,1114.9827586206898,1170.5,-3,-4,3,4,-5,-2,-4,2,3,2,-1,-4,2,3,1,2,-3,2,3,1,undefined
292497822,,60,0,1480.9666666666667,NaN,-1,-1,1,3,0,-3,-1,1,3,2,-2,-2,2,3,1,-1,-1,1,3,0,undefined
400831834,,59,1,2150.322033898305,254,-1,-1,-1,-1,1,-3,-4,-4,-4,1,3,1,1,1,1,1,1,1,1,2,undefined
843229002,,60,0,2577.983333333333,NaN,-2,-1,1,2,5,-3,-2,2,3,5,-2,-2,3,4,5,-1,2,2,2,5,undefined
217496551,,59,1,1746.7796610169491,1390,2,3,-2,-2,-5,-1,0,1,1,-5,0,1,undefined,-1,-5,-4,-4,2,2,-5,undefined
958426204,,60,0,2482.6,NaN,1,0,2,3,1,-1,-1,3,4,2,-3,-2,3,4,-1,3,3,0,1,2,undefined
821285052,,25,35,1687.6,8192,5,-2,-2,5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5,-4,0,5,undefined
671393416,,54,6,3199.962962962963,3330.5,3,0,0,0,5,3,3,0,0,5,-1,-3,-3,-3,5,-3,-3,-3,-3,5,undefined
586083249,,56,4,1442.875,1607.75,2,0,-1,-2,4,-3,-3,-3,-4,4,3,2,-2,1,4,-3,-3,-3,-4,4,undefined
653408081,,59,1,1997.3898305084747,1172,-3,-2,3,4,5,-3,-1,2,3,5,3,3,-2,-2,5,-2,2,1,2,5,undefined
390754059,,57,3,2286.40350877193,1841.3333333333333,-2,0,2,2,5,2,3,0,2,3,2,2,0,1,2,-1,0,1,2,1,undefined
949376580,,60,0,5413.066666666667,NaN,4,2,-1,2,3,1,2,-2,2,2,1,2,-1,1,2,3,2,0,0,3,undefined
374713563,,59,1,3482.2881355932204,760,-2,-2,1,2,1,2,0,0,1,1,-2,-2,1,2,1,-2,-1,1,2,1,undefined
828193450,,60,0,1610.35,NaN,3,3,-2,-1,3,1,2,0,0,-4,-1,-2,0,0,-3,0,-1,0,0,-3,undefined
249654357,,59,1,1500.8135593220338,1674,-2,-4,2,3,-1,1,2,1,3,0,0,1,-2,0,1,-3,-3,1,3,-3,undefined
286384333,,58,2,2227.689655172414,72,-2,-1,0,0,4,1,-1,0,0,5,1,2,-1,-1,4,3,3,-2,-2,4,undefined
262959142,,60,0,2176.95,NaN,1,3,-2,-2,5,-4,-5,5,5,-4,-5,-5,4,5,-5,-1,1,1,1,-3,undefined
595207574,,53,7,2929.301886792453,63.714285714285715,-3,-3,undefined,2,-5,-5,-2,undefined,5,undefined,-1,-2,3,1,-5,2,3,1,-2,-5,undefined
758469504,,60,0,1962.7166666666667,NaN,-1,-1,1,3,1,2,2,0,2,-1,3,4,-1,0,1,-2,-4,2,4,-4,undefined
785957702,,60,0,2244.0666666666666,NaN,2,1,-2,-1,5,-2,-3,3,3,5,1,-2,1,3,5,3,3,-5,0,5,undefined
731208388,,59,1,1573.1864406779662,12908,-4,-5,3,4,2,-3,-4,3,4,0,-2,-4,undefined,3,1,undefined,-5,3,4,2,undefined
674912580,,60,0,2697,NaN,2,-2,3,3,3,-2,-2,3,4,-3,1,2,3,3,2,-2,-2,1,undefined,-4,undefined
744446649,,58,2,2472.655172413793,4240,-2,-1,4,4,0,-1,0,3,3,1,1,3,3,3,3,-2,-1,3,3,1,undefined
960722603,,55,5,1716.8909090909092,4567.2,-5,-5,4,4,-5,2,2,0,2,3,0,0,0,0,2,2,1,0,0,3,undefined
395683906,,60,0,1726.85,NaN,-4,-4,3,4,-3,1,1,1,2,2,2,1,1,2,-1,-1,-4,3,4,1,undefined
266079986,,60,0,1911.5833333333333,NaN,5,5,-3,2,5,2,3,-4,3,5,0,0,-1,5,-5,5,5,-5,0,5,undefined
302354225,,56,4,8726.964285714286,3220.5,3,3,-2,2,5,-5,-4,3,5,5,3,3,-1,2,5,-2,-3,3,3,5,undefined
490405501,,59,1,1435.5593220338983,11594,3,-1,2,4,2,-2,-3,3,4,-1,0,-2,3,4,-1,1,1,0,1,3,undefined
226658096,,59,1,2050,1552,1,1,2,2,2,-1,-4,4,3,1,-2,-1,2,3,2,0,1,1,0,1,undefined
187905559,,60,0,1576.5,NaN,1,1,-2,-1,-5,0,0,0,0,-5,-3,-5,0,3,-5,-4,-4,-2,4,-5,undefined
273672276,,60,0,2135.516666666667,NaN,0,-5,2,2,0,-3,-5,5,5,0,3,0,1,1,0,-1,-5,5,5,0,undefined
217202319,,57,3,4844.7192982456145,2863.3333333333335,undefined,2,1,3,0,1,0,2,3,undefined,2,3,0,1,2,3,0,2,1,-1,undefined
382026823,,58,2,1963.8793103448277,6254.5,0,0,0,0,1,-1,-1,1,1,1,2,2,0,0,1,0,0,0,0,1,0
578717421,,60,0,1568.5333333333333,NaN,0,1,2,4,4,4,2,0,4,5,-2,0,2,5,3,-3,-1,3,5,2,undefined
203549210,,59,1,2093.915254237288,2714,undefined,-1,1,0,5,2,1,-2,0,5,3,2,-3,3,5,3,2,-2,-1,3,undefined
735259747,,57,3,2119.719298245614,1924.3333333333333,-5,-5,3,3,3,-5,-5,3,4,3,-4,-5,3,3,3,1,-4,3,3,3,undefined
478741597,,60,0,1822,NaN,3,3,-4,0,-2,2,3,-2,0,-3,4,4,-4,0,-1,-3,-2,1,3,-4,undefined
496751864,,60,0,1573.8166666666666,NaN,0,0,1,4,0,0,-3,2,5,0,-1,-4,2,5,0,0,-2,2,5,0,undefined
283391993,,60,0,1562.5833333333333,NaN,2,3,1,1,5,-2,-3,3,3,5,1,1,0,0,5,-4,-5,4,4,5,undefined
607050075,,59,1,1587.2542372881355,1297,0,-1,0,0,-4,-2,-2,0,0,-4,-3,-2,0,0,-3,-2,-1,0,0,-3,undefined
896074046,,60,0,1805.55,NaN,3,4,-2,-2,4,0,3,-2,-2,3,3,4,-2,-2,4,-1,1,-2,-2,4,undefined
824219258,,60,0,2728.6666666666665,NaN,3,2,4,4,0,2,-1,4,4,0,-2,-3,5,5,0,2,1,5,5,0,undefined
442341250,,60,0,1653.5333333333333,NaN,-3,-1,2,3,3,1,1,2,2,1,-4,-2,4,5,-2,-3,0,2,4,2,undefined
412326514,,59,1,1553.864406779661,1735,2,2,-2,1,-1,0,0,-2,1,-2,0,2,-2,1,-2,3,3,-2,1,1,undefined
928586066,,58,2,1555.2068965517242,1375.5,-3,-5,4,4,1,1,1,-1,-1,2,-1,-3,4,4,3,-1,-2,2,2,2,undefined
886981329,,59,1,2201.4576271186443,2113,1,-2,0,1,5,-2,-2,1,2,-4,1,-1,0,1,-4,undefined,-2,0,1,-4,undefined
361489743,,60,0,1623.4,NaN,2,-1,4,5,2,4,3,3,4,2,4,2,3,4,2,2,0,4,5,2,undefined
359886032,,60,0,1781.4,NaN,3,3,0,3,5,-1,-1,0,3,3,-2,-2,-1,4,-2,-1,-1,0,3,3,undefined
741608476,,60,0,1338.45,NaN,3,1,-2,0,5,1,0,-2,1,3,-3,-1,-1,2,3,-1,-3,1,3,4,undefined
628160423,,60,0,1937.1166666666666,NaN,-4,-4,4,5,5,-2,-3,4,5,3,-1,-4,3,5,5,-4,-4,4,5,5,undefined
414898750,,57,3,1866.6842105263158,2852.6666666666665,3,2,-2,-2,1,3,3,-3,-3,2,3,3,-3,-3,2,-2,-2,2,2,-4,undefined
880866650,,60,0,1519.85,NaN,-1,-2,0,undefined,0,0,-2,0,0,-1,2,-1,0,0,1,1,-1,0,0,0,undefined
101294859,,60,0,1720.8166666666666,NaN,3,3,-2,-1,-2,-2,-1,0,2,1,1,1,-1,0,2,-1,-1,0,1,1,undefined
509285836,,60,0,1585.9333333333334,NaN,3,3,-1,-1,5,0,0,0,0,5,-2,-2,2,2,5,-1,0,-1,undefined,5,undefined
939753510,,59,1,1505.6101694915253,4603,3,4,1,3,4,-1,1,3,5,-1,-1,undefined,2,4,-3,-3,-2,3,5,-4,undefined
336208584,,60,0,1399.9833333333333,NaN,2,0,1,3,-5,-4,-4,3,5,-5,3,2,1,4,-2,-3,-5,3,5,-5,undefined
633495245,,59,1,2005.1864406779662,1600,2,2,5,5,-2,2,2,5,5,-2,2,2,5,5,-2,1,1,5,5,-3,undefined
656003559,,58,2,1955.2586206896551,14336,-2,-2,2,3,-3,2,2,-3,-2,3,3,3,-3,-2,4,-2,-4,2,3,0,undefined
144810138,,60,0,1643.25,NaN,5,5,3,3,3,undefined,3,-2,2,3,4,4,-2,-2,3,-1,-2,2,2,2,undefined
645416776,,60,0,2078.733333333333,NaN,-3,-2,3,3,5,-3,-4,5,5,4,1,2,1,-1,4,-3,-2,3,4,5,undefined
480178118,,35,25,1817.9142857142858,1616.84,2,3,-3,-2,-5,-3,-5,2,3,-3,-1,-2,-1,1,-5,2,2,-1,1,-3,undefined
360308495,,60,0,2522.3166666666666,NaN,3,3,-4,-2,5,-2,-1,1,3,5,1,1,-1,-2,5,-3,0,-3,3,5,undefined
516668834,,59,1,1701.542372881356,1982,-2,-3,2,3,1,-4,-4,4,5,0,0,-1,1,2,-2,1,1,-2,-1,2,undefined
122984277,,60,0,7919.95,NaN,5,5,-4,-3,3,4,3,-3,-1,2,2,-3,3,4,1,-2,-3,3,4,1,undefined
298317936,,57,3,3743.438596491228,41534,0,1,2,2,-2,-1,-2,2,2,-2,-1,-2,2,2,-2,-2,-3,4,4,-2,undefined
583204426,,60,0,2147.266666666667,NaN,-4,-5,3,5,-3,-1,-4,2,5,-4,-4,-5,3,5,-2,-2,-5,3,5,-3,undefined
219375369,,60,0,2402.85,NaN,-3,-2,3,4,4,3,2,undefined,-1,2,5,3,1,2,2,-1,-2,3,4,3,1
745138205,,58,2,1880.9827586206898,8286,-3,-3,3,4,5,-1,-2,2,3,5,3,1,1,2,5,2,2,1,2,5,undefined
297720264,,58,2,2682.810344827586,35163,-3,-3,3,4,-2,3,2,-3,-3,2,-5,-5,4,5,-5,4,4,-4,-4,4,undefined
467039739,,60,0,1618.45,NaN,3,-1,-3,1,5,1,-3,-1,1,5,-2,-4,-1,3,5,1,0,-2,2,5,undefined
681195142,,60,0,1072.85,NaN,0,0,1,1,-3,0,0,0,1,-1,-2,-1,1,2,-2,-2,-1,1,2,-3,undefined
110137276,,58,2,1530.9310344827586,1010.5,-1,-3,1,2,-1,-1,-1,-1,1,0,-2,-4,3,4,-2,0,0,0,0,-2,undefined
860334947,,59,1,1223.5084745762713,1300,-3,-4,-1,1,1,-2,-4,1,3,1,-4,-5,2,4,1,-4,-4,-1,1,1,undefined
284864288,,59,1,3852.830508474576,1311,3,3,-2,-1,-1,-2,1,-1,undefined,-4,2,3,-2,1,-3,-1,1,-1,1,-4,undefined
128533301,,58,2,1457.7241379310344,1001,3,2,2,0,1,1,2,3,2,undefined,1,1,-1,0,1,0,1,2,2,0,undefined
209675244,,44,16,1945.7954545454545,992.0625,3,-5,5,5,-3,-2,-5,5,5,1,2,-5,5,5,1,2,-5,5,5,-3,undefined
399817430,,59,1,1296.135593220339,950,-1,-2,2,3,5,-5,-5,5,5,5,-1,-2,2,3,5,-5,-5,5,5,5,undefined
182569133,,60,0,2666.3333333333335,NaN,2,2,-3,-3,-5,-4,-4,4,4,-5,3,3,-3,-3,-5,-3,-3,3,3,-5,undefined
966730315,,59,1,1430.8135593220338,1241,-5,-5,3,5,-5,-4,-5,3,5,-5,2,0,2,3,-1,2,3,0,3,5,undefined
891176790,,56,4,6521.964285714285,6482.75,3,4,0,undefined,5,-4,-2,4,4,4,-1,-1,3,5,0,-2,-2,-1,2,-2,undefined
263234282,,59,1,1637.406779661017,122,3,3,1,2,-3,3,2,1,undefined,-4,3,3,0,2,-5,3,2,2,3,-2,undefined
206000294,,48,12,4119.875,6136.916666666667,4,3,-3,-1,2,2,3,-3,0,1,-2,-3,-2,1,-2,-2,-3,-3,1,-4,undefined
